predecessorID,successorID,relationship,lagtime
2513E55R000ME20095,2513E55R000ME20100,SS,0
2513E55R000ME20145,2513E55R000ME20185,FS,0
2513E55R000ME20200,2513E55R000ME20205,FS,0
2513E55R000ME20030,2513E55R000ME20070,SS,31
2513E55R000ME50075,2513E55R000ME50095,SS,0
2513E55R000ME50010,2513P55R000ME11010,FS,0
2513E55R000ME50015,2513E55R000ME50045,FS,0
2513E55R000ME50090,2513E55R000ME50110,SS,30
2513E55R000ME50090,2513E55R000ME50100,FS,0
2513E55R000ME50215,2513E55R000ME50225,FS,0
2513E55R000ME50135,2513E55R000ME50140,FF,0
2513E55R000ME25190,2513E55R000ME25200,FS,0
2513E55R000ME25010,2513E55R000ME25020,SS,0
2513E55R000ME25180,2513E55R000ME25185,FS,0
2513E55R000ME25090,2513E55R000ME25110,SS,30
2513E55R000ME25090,2513E55R000ME25100,FS,0
2513E55R000ME25110,2513E55R000ME25120,FS,0
2513E55R000ME25065,2513E55R000ME25185,FS,0
2513E55R000ME25130,2513E55R000ME25140,FS,0
2513E55R000ME25170,2513E55R000ME25175,FS,0
2513E55R000ME25020,2513P55R000ME11010,FS,0
2513E55R000ME25050,2513E55R000ME25055,FS,0
2513E55R000ME25070,2513E55R000ME25080,FS,0
2513E55R000ME25070,2513E55R000ME25075,FS,0
2513E55R000IN20110,2513P55R000IN21010,FS,0
2513E55R000IN20140,2513P55R000IN24010,FS,2
2513E55R000IN20150,2513E55R000IN20155,FS,0
2513E55R000IN20180,2513E55R000IN20185,FS,0
2513E55R000IN20065,2513P55R000IN16020,FS,0
2513E55R000IN20115,2513P55R000IN21020,FS,0
2513E55R000IN20125,2513P55R000IN22020,FS,0
2513E55R000IN20145,2513P55R000IN24020,SS,0
2513E55R000IN20050,2513P55R000IN15010,FS,0
2513E55R000IN20080,2513P55R000IN18010,FS,0
2513E55R000IN15095,2513C30R000IN00010,FS,0
2513E55R000IN15105,2513C72R935IN00010,FS,0
2513E55R000IN15105,2513E55R000IN15125,SS,0
2513E55R000IN15105,2513C71R935IN00010,FF,0
2513E55R000IN15125,2513C88R935IN00010,SS,0
2513E55R000IN15185,2513C60R980IN00020,FS,0
2513E55R000IN15185,2513C88R980IN00010,FS,0
2513E55R000IN15205,2513C99R935IN00010,FS,0
2513E55R000IN15225,2513C88R980IN00020,FS,0
2513E55R000IN15225,2513C88R000IN00060,FS,0
2513E55R000IN15065,2513C60R000IN00010,FS,0
2513E55R000IN15030,2513E55R000IN15035,FS,0
2513E55R000IN15145,2513C30R000IN00010,FS,0
2513E55R000IN15145,2513C71R980IN00020,FS,0
2513E55R000IN15145,2513C10R000IN00020,FS,0
2513E55R000IN15145,2513C72R000IN00050,FS,0
2513E55R000IN15050,2513E55R000IN15060,FS,0
2513E55R000IN15070,2513E55R000IN15080,FS,0
2513E55R000IN15110,2513E55R000IN15115,FS,0
2513E55R000IN15170,2513E55R000IN15180,FS,0
2513E55R000IN15170,2513E55R000IN15175,FS,0
2513E55R000IN15170,2513E55R000IN15010,SS,56
2513E55R000IN15180,2513C40R690AR00013,FS,0
2513E55R000IN15180,2513C91R690AR00013,FS,0
2513E55R000IN15230,2513E55R000IN15250,SS,0
2513E55R000IN15250,2513E55R000IN15270,SS,0
2513E55R000IN15025,2513C30R000IN00010,FS,0
2513E55R000IN90190,2513P55R000IN14010,FS,0
2513E55R000IN90240,2513E55R000IN90220,SS,30
2513E55R000IN90250,2513M55R000ML20110,FS,0
2513E55R000IN90060,2513E55R000IN90070,SS,29
2513E55R000IN90070,2513E55R000IN90080,SS,0
2513E55R000IN90090,2513P55R000IN17010,FS,0
2513E55R000IN90110,2513P55R000IN19010,FS,0
2513E55R000IN90150,2513P55R000IN23010,FS,2
2513E55R000IN90180,2513E55R000IN90190,SS,0
2513E55R000IN10115,2513P55R000IN30020,FF,0
2513E55R000IN10010,2513E55R000IN10030,SS,0
2513E55R000IN10010,2513E55R000IN10050,SS,0
2513E55R000IN10050,2513E55R000IN10060,FS,0
2513E55R000IN10050,2513E55R000IN15230,FS,0
2513E55R000IN10050,2513M55R000ML00025,SS,77
2513E55R000IN10080,2513P55R000IN29010,SS,0
2513E55R000IN10090,2513E55R000IN10095,FS,0
2513E55R000IN10025,2513E55R000IN10045,SS,0
2513E55R000IN10025,2513C92R990EL00010,FS,0
2513E55R000IN10045,2513E55R000IN10065,SS,0
2513E55R000IN10065,2513C82R990EL00010,FS,0
2513E55R000IN10065,2513C81R990EL00010,FS,0
2513E55R000IN10085,2513P55R000IN30020,FS,0
2513E55R000IN10095,2513C60R000IN00040,FS,0
2513E55R000HV33045,2513C55R690AR00019,FS,0
2513E55R000HV33020,2513E55R000HV33030,SS,20
2513E55R000HV28010,2513E55R000HV28015,FS,0
2513E55R000HV28010,2513E55R000HV29010,SS,0
2513E55R000HV28020,2513E55R000HV28025,FS,0
2513E55R000HV32105,2513C92R690AR00022,FS,0
2513E55R000HV32070,2513E55R000HV32075,FS,0
2513E55R000HV24060,2513E55R000HV24065,FS,0
2513E55R000HV24070,2513E55R000HV24075,FS,0
2513E55R000HV34060,2513E55R000HV34065,FS,0
2513E55R000HV34045,2513C82R690AR00019,FS,0
2513E55R000HV38010,2513E55R000HV38020,FS,88
2513E55R000HV38020,2513E55R000HV38025,FS,0
2513E55R000HV20070,2513E55R000HV20080,FS,0
2513E55R000HV20070,2513E55R000HV20090,SS,16
2513E55R000HV20090,2513E55R000HV20095,FS,0
2513E55R000HV20090,2513E55R000HV20100,FS,0
2513E55R000HV20045,2513C91R690AR00013,FS,0
2513E55R000HV20055,2513C91R690AR00013,FS,0
2513E55R000HV25050,2513E55R000HV25055,FS,0
2513E55R000HV25045,2513C91R690AR00016,FS,0
2513E55R000HV35085,2513C40R660HV00072,FS,0
2513E55R000HV35010,2513E55R000HV90010,SS,0
2513E55R000HV23020,2513E55R000HV23010,SS,31
2513E55R000HV23070,2513E55R000HV23080,FS,0
2513E55R000HV23100,2513E55R000HV23105,FS,0
2513E55R000HV23015,2513C92R690AR00013,FS,0
2513E55R000HV23015,2514P55S660HV10020,SS,60
2513E55R000HV23075,2513E55R000HV23080,FF,0
2513E55R000HV23085,2513C92R690AR00013,FS,0
2513E55R000HV23085,2513C92R660HV00080,FS,0
2513E55R000HV22020,2513E55R000HV22025,FS,0
2513E55R000HV22090,2513E55R000HV22100,FS,0
2513E55R000HV22015,2513C82R660HV00078,FS,0
2513E55R000HV22025,2513C82R690AR00013,FS,0
2513E55R000HV22065,2513C82R690AR00013,FS,0
2513E55R000HV22075,2513E55R000HV22080,FF,0
2513E55R000HV21100,2513E55R000HV21105,FS,0
2513E55R000HV21060,2513E55R000HV21065,FS,0
2513E55R000HV21070,2514E55R000HV10070,SS,0
2513E55R000HV21105,2513C81R690AR00013,FS,0
2513E55R000HV29035,2513C72R690AR00013,FS,0
2513E55R000HV29020,2513E55R000HV29025,FS,0
2513E55R000HV29030,2513E55R000HV29035,FS,0
2513E55R000HV29015,2514P55S660HV10020,SS,0
2513E55R000HV15010,2513C92R660HV00080,FS,0
2513E55R000HV31010,2513E55R000HV31015,FS,0
2513E55R000HV10010,2513E55R000LE00090,SS,0
2513E55R000HV10020,2513E55R000HV15010,FS,29
2513E55R000HV10040,2513C82R660HV00074,FS,0
2513E55R000HV10055,2513P55R660HV10020,FS,0
2513E55R000HV27105,2513C92R660HV00082,FS,0
2513E55R000HV27010,2513E55R000HV27050,FS,17
2513E55R000HV27020,2513E55R000HV27025,FS,0
2513E55R000HV27050,2513E55R000HV27020,SS,39
2513E55R000HV27080,2513E55R000HV27085,FS,0
2513E55R000HV27090,2513E55R000HV27095,FS,0
2513E55R000HV27045,2513C92R690AR00019,FS,0
2513E55R000HV36045,2513C99R690AR00013,FS,0
2513E55R000HV36085,2513C99R690AR00013,FS,0
2513E55R000HV36020,2513E55R000HV36030,SS,20
2513E55R000HV36040,2513C99R690HV00072,FS,0
2513E55R000HV36050,2513E55R000HV36070,SS,61
2513E55R000HV36080,2513E55R000HV36085,FS,0
2513E55R000HV37015,2514P55S660HV10020,SS,60
2513E55R000HV37035,2513E55R000HV37040,FF,0
2513E55R000HV30030,2513E55R000HV30035,FS,0
2513E55R000HV30030,2513E55R000HV30040,FS,0
2513E55R000HV30025,2513C55R690AR00013,FS,0
2513E55R000HV26010,2513E55R000HV27010,SS,0
2513E55R000HV26030,2513E55R000HV26035,FS,0
2513E55R000HV26025,2513C91R690AR00019,FS,0
2513E55R000HV26065,2513C91R660HV00080,FS,0
2513E55R000HS10170,2513E55R000HS10160,SS,24
2513E55R000HS10010,2513E55R000HS10020,FS,35
2513E55R000HS10100,2513E55R000HS10190,FS,0
2513E55R000HS10150,2513E55R000HS10155,FS,0
2513E55R000HS20050,2513E55R000HS30010,SS,22
2513E55R000HS20065,2513E55R000HS30025,FS,0
2513E55R000HS30035,2513E55R000HS30025,FS,0
2513E55R000CV35450,2513E55R000CV35455,FS,0
2513E55R000CV35460,2513E55R000CV35465,FS,0
2513E55R000CV35540,2513E55R000CV35545,FS,0
2513E55R000CV35560,2513E55R000CV35565,FS,0
2513E55R000CV35610,2513E55R000CV35615,FS,0
2513E55R000CV35685,2513C60R555CV00085,FS,0
2513E55R000CV35205,2513C50R550ME00074,FS,0
2513E55R000CV35365,2513C40R520ME00075,FS,0
2513E55R000CV35385,2513C40R520ME00075,FS,0
2513E55R000CV35405,2513C60R510CV00075,FS,0
2513E55R000CV35425,2513C40R520ME00077,FS,0
2513E55R000CV35485,2513C20R555CV00074,FS,0
2513E55R000CV35740,2513E55R000CV35745,FS,0
2513E55R000CV35770,2513E55R000CV35780,FS,0
2513E55R000CV35780,2513C40R520CV00076,FS,0
2513E55R000CV35010,2513E55R000CV35020,FS,0
2513E55R000CV35020,2513C20R200CV00074,FS,0
2513E55R000CV35030,2513E55R000CV35040,FS,0
2513E55R000CV35785,2513C40R520ME00076,FS,0
2513E55R000CV35045,2513C99R230ME00013,FS,0
2513E55R000CV35085,2513C20R200LL00071,FS,0
2513E55R000CV35090,2513E55R000CV35100,FS,0
2513E55R000CV35170,2513E55R000CV35175,FS,0
2513E55R000CV35200,2513E55R000CV35205,FS,0
2513E55R000CV35230,2513E55R000CV35240,FS,0
2513E55R000CV35670,2513E55R000CV35680,FS,0
2513E55R000CV35280,2513E55R000CV35285,FS,0
2513E55R000CV35320,2513E55R000CV35325,FS,0
2513E55R000CV35350,2513E55R000CV35360,FS,0
2513E55R000CV35350,2513E55R000CV35355,FS,0
2513E55R000CV35350,2513E55R000CV35370,SS,0
2513E55R000CV35390,2513E55R000CV35395,FS,0
2513E55R000CV45070,2513E55R000CV45075,FS,0
2513E55R000CV45075,2513E55R000CV50090,SS,28
2513E55R000CV90040,2513E55R000CV90050,SS,0
2513E55R000CV90066,2513C91R000CV01010,FS,0
2513E55R000CV45010,2513C50R000CV01010,FS,0
2513E55R000CV45030,2513E55R000CV45035,FS,0
2513E55R000CV45050,2513E55R000CV45055,FS,0
2513E55R000CV60070,2513E55R000CV60080,FS,0
2513E55R000CV60045,2513C00R000CV01030,FS,0
2513E55R000CV60045,2513C72R000CV04010,FS,0
2513E55R000CV60045,2513C30R000CV01030,FS,0
2513E55R000CV60065,2513C99R000CV02010,FS,0
2513E55R000CV90010,2513E55R000CV90020,SS,0
2513E55R000CV90016,2513C30R000CV05010,FS,0
2513E55R000CV90016,2513C72R000CV05010,FS,0
2513E55R000CV90016,2513C60R000CV05010,FS,0
2513E55R000CV90016,2513C60R000CV04010,FS,0
2513E55R000CV90026,2513C71R000CV04010,FS,0
2513E55R000CV90026,2513C92R000CV05010,FF,0
2513E55R000CV90031,2513C55R000EW00018,FS,0
2513E55R000CV90036,2513C82R000CV01030,FS,0
2513E55R000CV60020,2513E55R000CV60025,FS,0
2513E55R000CV78010,2513E55R000CV78020,FS,0
2513E55R000CV30065,2513C40R520CV00083,FS,0
2513E55R000CV30050,2513E55R000CV30060,FS,0
2513E55R000CV30165,2513C60R510CV00078,FS,0
2513E55R000CV30140,2513E55R000CV30145,FS,0
2513E55R000CV76035,2513E55R000CV76040,FF,0
2513E55R000CV77015,2513E55R000CV77020,FF,0
2513E55R000CV77030,2513E55R000CV77035,FS,0
2513E55R000CV77040,2513E55R000CV77045,FS,0
2513E55R000CV20040,2513M55R000ML40280,FS,0
2513E55R000CV20020,2513E55R000CV20030,SS,0
2513E55R000CV75015,2513E55R000CV75020,FF,0
2513E55R000CV75050,2513E55R000CV75070,SS,0
2513E55R000CV75080,2513E55R000CV75085,FS,0
2513E55R000CV10040,2513E55R000CV10045,FS,0
2513E55R000CV10055,2513C10R000CV05010,FS,0
2513E55R000CV40020,2513C82R690AR00022,FS,0
2513E55R000CV40020,2513E55R000CV40025,FS,0
2513E55R000CV40055,2513E55R000CV99900,FS,0
2513E55R000CV55020,2513E55R000CV55025,FS,0
2513E55R000CV25020,2513E55R000CV25025,FS,0
2513E55R000CV25040,2513C40R690AR00014,FS,0
2513E55R000CV25040,2513C50R690AR00013,FS,0
2513E55R000CV25065,2513E55R000CV99900,FS,0
2513E55R000CV25035,2513E55R000CV25040,FF,0
2513E55R000CV50105,2513C00R000CV01010,FS,0
2513E55R000CV50155,2513E55R000CV50160,FF,0
2513E55R000CV50045,2513C00R000CV01010,FS,0
2513E55R000CV50130,2513E55R000CV50135,FS,0
2513E55R000CV50160,2513E55R000CV50165,FS,0
2513E55R000CV15260,2513E55R000CV15270,SS,0
2513E55R000CV15280,2513E55R000CV35590,SS,0
2513E55R000CV15030,2513E55R000CV15035,FS,0
2513E55R000CV15030,2513E55R000CV30030,SS,0
2513E55R000CV15070,2513E55R000CV15075,FS,0
2513E55R000CV15080,2513E55R000CV15085,FS,0
2513E55R000CV15360,2513E55R000CV15365,FS,0
2513E55R000CV15235,2513C81R940CV00071,SS,51
2513E55R000CV15235,2514C81S940CV00071,SS,51
2513E55R000CV15285,2513C40R600CV00072,FS,0
2513E55R000CV15335,2513C40R530ME00078,FS,0
2513E55R000CV15345,2513C20R555ME00073,FS,0
2513E55R000CV15130,2513E55R000CV35090,SS,0
2513E55R000CV15140,2513E55R000CV15145,FS,0
2513E55R000CV15150,2513E55R000CV35130,SS,0
2513E55R000CV15180,2513E55R000CV35270,SS,0
2513E55R000GE10010,2513M55R000ML40030,FS,5
2513E55R000GE10020,2513E55R000GE10030,SS,0
2513E55R000GE10180,2513E55R000GE10190,FS,0
2513E55R000GE10110,2514G55S000CM00010,FS,0
2513E55R000PC10325,2513E55R000PI20010,FS,0
2513E55R000PC10300,2513E55R000HS10050,FS,23
2513E55R000PC90030,2513E55R000PC90040,SS,0
2513E55R000PC90070,2513E55R000PC90090,SS,14
2513E55R000PC10250,2513M55R000ML10070,FS,0
2513E55R000PC10200,2513E55R000PC10205,FS,0
2513E55R000PC10215,2513E55R000HS10065,FS,0
2513E55R000PC10225,2513E55R000HS10065,FS,0
2513E55R000PC10255,2513E55R000HS10065,FS,0
2513E55R000PC10075,2513E55R000PC99900,FS,0
2513E55R000PC10075,2513P55R000PI12020,FS,0
2513E55R000PC10130,2513E55R000PC10140,SS,0
2513E55R000PC10105,2513P40R460ME12020,SS,120
2513E55R000PC10155,2513P40R600ME10020,FS,0
2513E55R000PC10010,2513E55R000LE00030,SS,0
2513E55R000PC10010,2513E55R000EL14010,SS,46
2513E55R000PC10010,2513E55R000PC10015,FS,0
2513E55R000PC10020,2513E55R000PI35030,SS,0
2513E55R000PC10020,2513E55R000PC10025,FS,0
2513E55R000PC10030,2513E55R000PI90290,SS,0
2513E55R000PC10040,2513E55R000PC10045,FS,0
2513E55R000PC10035,2513E55R000PC10040,FF,0
2513E55R000PC10025,2513C88R150PI00075,FS,0
2513E55R000PC10060,2513E55R000FF10010,FS,68
2513E55R000PC10065,2513P55R000PI21020,FS,0
2513E55R000FF45040,2513E55R000FF45045,FS,0
2513E55R000FF35010,2513E55R000FF45010,SS,35
2513E55R000FF50035,2513E55R000FF50040,FF,0
2513E55R000FF50045,2513C92R690AR00022,FS,0
2513E55R000FF50010,2513E55R000FF50015,FS,0
2513E55R000FF50030,2513E55R000FF50035,FS,0
2513E55R000FF55010,2513E55R000FF55020,FS,0
2513E55R000FF20020,2513E55R000WT20060,SS,0
2513E55R000FF20040,2513E55R000FF20045,FS,0
2513E55R000FF30010,2513E55R000FF30020,FS,0
2513E55R000FF10010,2513C82R935EL00010,FS,0
2513E55R000FF15110,2513E55R000FF15120,FS,0
2513E55R000FF15130,2513P55R000FF10010,FF,0
2513E55R000WT20040,2513E55R000WT20080,FS,0
2513E55R000WT10020,2513E55R000WT20020,FS,0
2513E88R000WT90030,2513E88R000WT90040,SS,0
2513E88R000WT90050,2513P40R530WT11010,FS,0
2513E88R000WT90070,2513E88R000WT90071,FS,0
2513E55R000EL19015,2513C92R000EL00020,FS,0
2513E55R000EL19015,2513C60R000EL00020,FS,0
2513E55R000EL19015,2513E55R000EL20015,FS,0
2513E55R000EL45035,2513C60R980IN00020,FS,0
2513E55R000EL45035,2513C92R990EL00010,FS,0
2513E55R000EL45045,2513C60R980IN00020,FS,0
2513E55R000EL45045,2513C88R980IN00020,FS,0
2513E55R000EL45045,2513C91R980IN00020,FS,0
2513E55R000EL45045,2513C81R690AR00013,FS,0
2513E55R000EL45020,2513E55R000EL50290,SS,0
2513E55R000EL55010,2513E55R000EL55015,FS,0
2513E55R000EL55020,2513E55R000EL55010,SS,61
2513E55R000EL55035,2513C99R000EL00010,FS,0
2513E55R000EL55055,2513C99R960EL00020,FS,0
2513E55R000EL55055,2513C00R960EL00020,FS,0
2513E55R000EL55055,2513C40R960EL00020,FS,0
2513E55R000EL12070,2513E55R000EL12075,FS,0
2513E55R000EL12075,2513C55R935EL00020,FS,0
2513E55R000EL12045,2513P82R480ME11020,FS,0
2513E55R000EL30045,2513C30R000EL00020,FS,0
2513E55R000EL30045,2513C81R000CV01020,FS,0
2513E55R000EL30045,2513C20R000EL00020,FS,0
2513E55R000EL30045,2513C40R000EL00020,FS,0
2513E55R000EL30045,2513C72R000CV01020,FS,0
2513E55R000EL30045,2513C71R000CV01020,FS,0
2513E55R000EL30045,2513C82R000EL00020,FS,0
2513E55R000EL30010,2513E55R000EL30030,SS,0
2513E55R000EL30030,2513E55R000EL30035,FS,0
2513E55R000EL30025,2513C30R000EL00020,FS,0
2513E55R000EL30025,2513C50R935EL00010,FS,0
2513E55R000EL30025,2513C81R000CV01020,FS,0
2513E55R000EL30025,2513C92R935EL00010,FS,0
2513E55R000EL30025,2513C20R000EL00020,FS,0
2513E55R000EL30025,2513C71R935EL00010,FS,0
2513E55R000EL30025,2513C00R000CV01020,FS,0
2513E55R000EL30025,2513C60R935EL00010,FS,0
2513E55R000EL30025,2513P55R000EL22020,FS,0
2513E55R000EL14020,2513C92R990EL00010,FS,0
2513E55R000EL14020,2513C91R990EL00010,FS,0
2513E55R000EL14050,2513E55R000EL14060,SS,0
2513E55R000EL14070,2513C72R935EL00020,FS,0
2513E55R000EL14015,2513E55R000EL16025,FS,0
2513E55R000EL20010,2513E55R000EL20015,FS,0
2513E55R000EL20015,2513C20R000EL00020,FS,0
2513E55R000EL20015,2513C00R000EL00020,FS,0
2513E55R000EL90110,2513P55R000EL14010,FS,0
2513E55R000EL90180,2513E55R000EL90200,SS,0
2513E55R000EL23030,2513E55R000EL23035,FS,0
2513E55R000EL23040,2513E55R000EL23045,FS,0
2513E55R000EL23015,2513P55R000EL22010,FS,25
2513E55R000EL15010,2513M55R000ML55090,FS,0
2513E55R000EL15010,2513E55R000EL15015,FS,0
2513E55R000EL16020,2513E55R000AR21020,SS,0
2513E55R000EL16025,2513C40R960EL00030,FS,0
2513E55R000EL16025,2513C92R990EL00010,FS,0
2513E55R000EL16025,2513C60R990EL00010,FS,0
2513E55R000EL16025,2513C82R960EL00030,FS,0
2513E55R000EL21010,2513E55R000EL21015,FS,0
2513E55R000EL21010,2514E55R000EL35010,SS,0
2513E55R000EL18010,2514E55R000EL20010,SS,0
2513E55R000EL18015,2513E55R000CV35010,SS,44
2513E55R000EL10230,2513P55R000EL16010,FS,0
2513E55R000EL10020,2513E55R000EL10200,SS,0
2513E55R000EL10040,2513E55R000EL10050,FS,0
2513E55R000EL10060,2513E55R000EL10070,FS,0
2513E55R000EL10070,2513E55R000EL10075,FS,0
2513E55R000EL10100,2513E55R000EL10110,FS,0
2513E55R000EL10110,2513P55R000EL12010,FF,0
2513E55R000EL10120,2513E55R000EL10130,FS,0
2513E55R000EL10130,2513E55R000EL10135,FS,0
2513E55R000EL10130,2513E55R000EL23010,SS,41
2513E55R000EL10190,2513E55R000EL10195,FS,0
2513E55R000EL10210,2513P55R000EL18010,SS,0
2513E55R000EL10220,2513E55R000EL10230,FS,0
2513E55R000EL10220,2513E55R000EL10040,SS,0
2513E55R000EL10045,2513E55R000EL90070,SS,55
2513E55R000EL10105,2513E55R000EL90090,SS,55
2513E55R000EL10155,2513P55R000EL18020,FS,0
2513E55R000EL10175,2513C71R000EL00040,FS,0
2513E55R000EL10195,2513C92R000EL00030,FS,0
2513E55R000EL10205,2513E55R000EL90130,FS,51
2513E55R000EL90050,2513E55R000EL90051,FS,0
2513E55R000EL90050,2513E55R000EL90060,SS,0
2513E55R000EL13030,2513E55R000EL13040,SS,0
2513E55R000EL13040,2513E55R000EL13050,SS,0
2513E55R000EL13050,2513F55R900CM00020,FS,0
2513E55R000EL50265,2513E55R000EL50295,FS,0
2513E55R000EL50285,2513C10R960EL00030,FS,0
2513E55R000EL50335,2513C10R960EL00030,FS,0
2513E55R000EL50335,2513C60R960EL00030,FS,0
2513E55R000EL50355,2513C30R960EL00030,FS,0
2513E55R000EL50405,2513C82R000EL00010,FS,0
2513E55R000EL50405,2513C72R000EL00010,FS,0
2513E55R000EL50405,2513C88R000EL00010,FS,0
2513E55R000EL50405,2513C00R000EL00010,FS,0
2513E55R000EL50415,2513E55R000EL50450,FS,0
2513E55R000EL50445,2513E55R000EL50450,FF,0
2513E55R000EL50290,2513E55R000EL50300,FS,0
2513E55R000EL50370,2513E55R000EL50420,SS,0
2513E55R000EL50150,2513E55R000EL50155,FS,0
2513E55R000EL50210,2514E55R000EL70100,SS,0
2513E55R000EL50240,2513E55R000EL50245,FS,0
2513E55R000EL50270,2514E55R000EL70140,SS,61
2513E55R000EL50270,2513E55R000EL50275,FS,0
2513E55R000EL50090,2513E55R000EL50095,FS,0
2513E55R000EL50110,2513E55R000EL50115,FS,0
2513E55R000EL50120,2513E55R000EL50170,SS,0
2513E55R000EL50130,2513E55R000EL50135,FS,0
2513E55R000EL50095,2513E55R000EL50100,FF,0
2513E55R000EL50105,2513C00R000EL00010,FS,0
2513E55R000EL50105,2513C91R000EL00010,FS,0
2513E55R000EL50115,2513E55R000EL50150,FS,0
2513E55R000EL50125,2513E55R000EL50130,FF,0
2513E55R000EL50135,2513C00R000EL00010,FS,0
2513E55R000EL50145,2513E55R000EL50150,FF,0
2513E55R000EL50155,2513C91R960EL00010,FS,0
2513E55R000EL50155,2513C71R000EL00010,FS,0
2513E55R000EL50185,2513C88R960EL00010,FS,0
2513E55R000EL50205,2513C72R960EL00010,FS,0
2513E55R000EL40025,2513C81R935EL00020,FS,0
2513E55R000EL40045,2513C81R935EL00020,FS,0
2513E55R000EL40045,2513C88R935EL00020,FS,0
2513E55R000EL40065,2513C81R690AR00012,FF,0
2513E55R000EL40085,2513C82R990EL00010,FS,0
2513E55R000EL40085,2513C40R935EL00020,FS,0
2513E55R000EL40010,2513E55R000EL40030,SS,92
2513E55R000EL40020,2513E55R000EL40025,FS,0
2513E55R000EL40030,2513E55R000EL40040,FS,0
2513E55R000EL40050,2514E55R000EL60030,SS,0
2513E55R000EL35020,2513C72R945EL00010,FS,0
2513E55R000EL35030,2513E55R000EL35035,FS,0
2513E55R000EL35030,2513C81R945EL00010,FS,0
2513E55R000EL35040,2513C82R945EL00010,SS,0
2513E55R000EL35040,2513C71R945EL00010,SS,0
2513E55R000EL35025,2513C92R945EL00010,FS,0
2513E55R000EL35035,2513E55R000EL35040,FF,0
2513E55R000EL35045,2513C55R945EL00010,FS,0
2513E55R000EL17010,2513E55R000PI15020,SS,100
2513E55R000EL17015,2513E55R000EL16025,FS,0
2513E55R000EL17015,2513P55R000EL10020,FS,0
2513E55R000EL90021,2513C71R000EL00040,FS,0
2513E55R000EL90021,2513C99R000EL00040,FS,0
2513E88R000ST32010,2513E88R000ST33010,FS,6
2513E88R000ST29010,2513E88R000ST29015,FS,0
2513E88R000ST29025,2513C88R699SS00050,FS,0
2513E88R000ST29035,2513E88R000ST29040,FF,0
2513E88R000ST45045,2513C71R200ST00072,FS,0
2513E88R000ST45020,2513E88R000ST45025,FS,0
2513E88R000ST45030,2513E88R000ST45040,FS,0
2513E88R000ST36030,2513E88R000ST36040,FS,0
2513E88R000ST36025,2513C88R699SS00032,FS,0
2513E88R000ST36045,2513C88R699CV00032,FS,0
2513E88R000ST38020,2513E88R000ST38025,FS,0
2513E88R000ST38025,2513C88R699SS00033,FS,0
2513E88R000ST40010,2513E88R000ST40030,SS,14
2513E88R000ST12300,2513E88R000ST12040,SS,36
2513E88R000ST12040,2513E88R000ST12170,SS,0
2513E88R000ST12120,2513E88R000ST12130,SS,0
2513E88R000ST12105,2513C88R699CV00030,SS,0
2513E88R000ST12135,2513C88R699CV00040,FS,0
2513E88R000ST12200,2513E88R000ST12080,SS,7
2513E88R000ST12230,2513E88R000ST12235,FS,0
2513E88R000ST12230,2513E88R000ST12110,FS,6
2513E88R000ST12315,2513E88R000ST12025,FS,0
2513E88R000ST12280,2513E88R000ST12285,FS,0
2513E88R000ST10010,2513M55R000ML57210,SS,0
2513E88R000ST10025,2513E88R000ST99900,FS,0
2513E88R000ST28010,2513E88R000ST28020,SS,63
2513E88R000ST28040,2513C88R699CV00025,FS,20
2513E88R000ST34010,2513E88R000ST34030,SS,16
2513E88R000ST34025,2513C88R699SS00031,FS,0
2513E88R000ST30010,2513E88R000ST30030,SS,15
2513E88R000ST21040,2513C88R699CV00011,FS,11
2513E88R000ST42040,2513E88R000ST42045,FS,0
2513E88R000ST25030,2513E88R000ST25035,FS,0
2513E88R000ST25040,2513C88R699CV00019,FS,0
2513E88R000ST25045,2513C88R699SS00019,FS,0
2513E88R000ST22020,2513E88R000ST22025,FS,0
2513E88R000ST24040,2513E88R000ST24045,FS,0
2513E88R000ST24015,2513E88R000ST24020,FF,0
2513E88R000ST47025,2513C88R699SS00026,FS,4
2513E88R000ST27010,2513E88R000ST27020,FS,0
2513E88R000ST44010,2513E88R000ST45010,SS,35
2513E88R000ST44035,2513E88R000ST44040,FF,0
2513E88R000ST37030,2513E88R000ST37035,FS,0
2513E88R000ST37025,2513C88R699SS00040,FS,0
2513E88R000ST31010,2513E88R000ST31030,SS,15
2513E88R000ST33015,2513E88R000ST33020,FF,0
2513E88R000ST33010,2513E88R000ST33030,SS,16
2513E88R000ST46040,2513E88R000ST47010,FS,25
2513E88R000ST46045,2513C71R200CV00076,FS,0
2513E88R000ST35035,2513E88R000ST35040,FF,0
2513E55R000AR86015,2513E55R000AR86016,FS,0
2513E55R000AR86035,2513E55R000AR86036,FS,0
2513E55R000AR76016,2513E55R000AR76036,SS,0
2513E55R000AR76031,2513E55R000AR76036,FS,0
2513E55R000AR76010,2513E55R000LE00060,SS,0
2513E55R000AR21025,2513C81R690AR00013,FS,0
2513E55R000AR72010,2513E55R000AR72011,FS,0
2513E55R000AR72010,2513E55R000AR72015,FS,0
2513E55R000AR72010,2513E55R000AR72030,SS,0
2513E55R000AR72035,2513E55R000AR72036,FS,0
2513E55R000AR74015,2513E55R000AR74016,FS,0
2513E55R000AR24025,2513C92R690AR00016,FS,0
2513E55R000AR24010,2513E55R000AR24020,FS,0
