activityID,activityName,duration,cost,quantity,wbsSeq,actSeq
2513E55R000CV35500,Equipment Foundation for Nitrogen Generator Package(106000XX001) - IFC,37,5,10,d,1109
2513E55R000CV35510,Equipment Foundation for Treated Oil Cooling Crude Oil Pre-Heating(112001HA001. 112002HA001) - IFD,37,5,10,e,1110
2513E55R000CV35520,Equipment Foundation for Treated Oil Cooling Crude Oil Pre-Heating(112001HA001. 112002HA001) - IFC,37,5,10,a,1111
2513E55R000CV35530,Equipment Foundation for Hot Oil Cooling Crude Oil Heating(112001HA002A/B. 112002HA002A/B) - IFD,37,5,10,b,1112
2513E55R000CV35540,Equipment Foundation for Hot Oil Cooling Crude Oil Heating(112001HA002A/B. 112002HA002A/B) - IFC,37,5,10,c,1113
2513E55R000CV35550,Equipment Foundation for Fuel Gas Electric Heater(104200HM001A/B) - IFD,37,5,10,d,1114
2513E55R000CV35560,Equipment Foundation for Fuel Gas Electric Heater(104200HM001A/B) - IFC,35,5,10,e,1115
2513E55R000CV35570,Equipment Foundation for Diesel Day Tank - IFD,37,5,10,a,1116
2513E55R000CV35580,Equipment Foundation for Diesel Day Tank - IFC,35,5,10,b,1117
2513E55R000CV35590,Equipment Foundation for Nitrogen Snuffing Drum(106000VA002) - IFD,34,5,10,c,1118
2513E55R000CV35600,Equipment Foundation for Nitrogen Snuffing Drum(106000VA002) - IFC,36,5,10,d,1119
2513E55R000CV35610,Equipment Foundation for Nitrogen Snuffing Compressor(106000XX002) - IFD,34,5,10,e,1120
2513E55R000CV35620,Equipment Foundation for Nitrogen Snuffing Compressor(106000XX002) - IFC,36,5,10,a,1121
2513E55R000CV35630,Equipment Foundation for Air Dryer Package(104600XX002) - IFD,36,5,10,b,1122
2513E55R000CV35645,Equipment Foundation for Air Dryer Package(104600XX002) - AFC,30,5,10,c,1123
2513E55R000CV35655,Equipment Foundation for Open Drain Cpi Separator Package(105400XX001) - AFD,34,5,10,d,1124
2513E55R000CV35665,Equipment Foundation for Open Drain Cpi Separator Package(105400XX001) - AFC,30,5,10,e,1125
2513E55R000CV35675,Equipment Foundation for Produced Water Treatment Package(115551XX001) - AFD,37,5,10,a,1126
2513E55R000CV35685,Equipment Foundation for Produced Water Treatment Package(115551XX001) - AFC,27,5,10,b,1127
2513E55R000CV35695,Equipment Foundation for Effluent Water Cooling Wash Water Heating(112101HB001A/B. 112102HB001A/B) - AFD,33,5,10,c,1128
2513E55R000CV35705,Equipment Foundation for Effluent Water Cooling Wash Water Heating(112101HB001A/B. 112102HB001A/B) - AFC,31,5,10,d,1129
2513E55R000CV35715,Equipment Foundation for Receiving Traps Foundation(111900VR001) - AFD,37,5,10,e,1130
2513E55R000CV35725,Equipment Foundation for Receiving Traps Foundation(111900VR001) - AFC,27,5,10,a,1131
2513E55R000CV35735,Equipment Foundation for Emergency Diesel Generator Package(104800XX001/2/3) - AFD,36,5,10,b,1132
2513E55R000CV35745,Equipment Foundation for Emergency Diesel Generator Package(104800XX001/2/3) - AFC,28,5,10,c,1133
2513E55R000CV35755,Equipment Foundation for Transformer - AFD,37,5,10,d,1134
2513E55R000CV35765,Equipment Foundation for Transformer - AFC,28,5,10,e,1135
2513E55R000CV35775,Equipment Foundation for Desalination Feed Pumps (105200PA001A/B) - AFD,37,5,10,a,1136
2513E55R000CV35195,Equipment Foundation for Closed Drain Vessel(105500VA001) - AFD,36,5,10,b,1137
2513E55R000CV35205,Equipment Foundation for Closed Drain Vessel(105500VA001) - AFC,33,5,10,c,1138
2513E55R000CV35215,Equipment Foundation for Diesel Storage Vessel(104300VA001) - AFD,36,5,10,d,1139
2513E55R000CV35225,Equipment Foundation for Diesel Storage Vessel(104300VA001) - AFC,33,5,10,e,1140
2513E55R000CV35235,Equipment Foundation for Hot Oil Drain Drum(104100VA001) - AFD,36,5,10,a,1141
2513E55R000CV35245,Equipment Foundation for Hot Oil Drain Drum(104100VA001) - AFC,33,5,10,b,1142
2513E55R000CV35255,Equipment Foundation for Desalinated Water Vessel(105300VA001) - AFD,36,5,10,c,1143
2513E55R000CV35265,Equipment Foundation for Desalinated Water Vessel(105300VA001) - AFC,33,5,10,d,1144
2513E55R000CV35275,Equipment Foundation for Test Separator(112000VP001) - AFD,36,5,10,e,1145
2513E55R000CV35285,Equipment Foundation for Test Separator(112000VP001) - AFC,33,5,10,a,1146
2513E55R000CV35295,Equipment Foundation for Hot Oil Filters(104100CL001A/B) - AFD,36,5,10,b,1147
2513E55R000CV35305,Equipment Foundation for Hot Oil Filters(104100CL001A/B) - AFC,33,5,10,c,1148
2513E55R000CV35315,Equipment Foundation for Diesel Filters(104300CL001A/B ) - AFD,36,5,10,d,1149
2513E55R000CV35325,Equipment Foundation for Diesel Filters(104300CL001A/B ) - AFC,33,5,10,e,1150
2513E55R000CV35335,Equipment Foundation for Diesel Filter Coalescers(104300CQ001A/B) - AFD,36,5,10,a,1151
2513E55R000CV35345,Equipment Foundation for Diesel Filter Coalescers(104300CQ001A/B) - AFC,33,5,10,b,1152
2513E55R000CV35355,Equipment Foundation for Fuel Gas Filters(104200CL001A/B) - AFD,36,5,10,c,1153
2513E55R000CV35365,Equipment Foundation for Fuel Gas Filters(104200CL001A/B) - AFC,33,5,10,d,1154
2513E55R000CV35375,Equipment Foundation for Sea Water Guard Filters(105200CY001A/B) - AFD,36,5,10,e,1155
2513E55R000CV35385,Equipment Foundation for Sea Water Guard Filters(105200CY001A/B) - AFC,33,5,10,a,1156
2513E55R000CV35395,Equipment Foundation for Make Up Sea Water Filter(135100CY001A/B/C) - AFD,36,5,10,b,1157
2513E55R000CV35405,Equipment Foundation for Make Up Sea Water Filter(135100CY001A/B/C) - AFC,33,5,10,c,1158
2513E55R000CV35415,Equipment Foundation for Wash Water Pump(105200PA002A/B/C/D) - AFD,37,5,10,d,1159
2513E55R000CV35425,Equipment Foundation for Wash Water Pump(105200PA002A/B/C/D) - AFC,27,5,10,e,1160
2513E55R000CV35435,Equipment Foundation for Potable Water Pumps(105300PA001A/B) - AFD,37,5,10,a,1161
2513E55R000CV35445,Equipment Foundation for Potable Water Pumps(105300PA001A/B) - AFC,27,5,10,b,1162
2513E55R000CV35455,Equipment Foundation for ATM/LP/HP Flare Pump(102300PH001A/B. 102300PH002A/B. 102300PH003A/B) - AFD,37,5,10,c,1163
2513E55R000CV35465,Equipment Foundation for ATM/LP/HP Flare Pump(102300PH001A/B. 102300PH002A/B. 102300PH003A/B) - AFC,27,5,10,d,1164
2513E55R000CV35475,Equipment Foundation for Sand Removal Package(115551XX002. 115552XX002) - AFD,37,5,10,e,1165
2513E55R000CV35485,Equipment Foundation for Sand Removal Package(115551XX002. 115552XX002) - AFC,29,5,10,a,1166
2513E55R000CV35495,Equipment Foundation for Nitrogen Generator Package(106000XX001) - AFD,37,5,10,b,1167
2513E55R000CV35505,Equipment Foundation for Nitrogen Generator Package(106000XX001) - AFC,29,5,10,c,1168
2513E55R000CV35515,Equipment Foundation for Treated Oil Cooling Crude Oil Pre-Heating(112001HA001. 112002HA001) - AFD,37,5,10,d,1169
2513E55R000CV35525,Equipment Foundation for Treated Oil Cooling Crude Oil Pre-Heating(112001HA001. 112002HA001) - AFC,27,5,10,e,1170
2513E55R000CV35535,Equipment Foundation for Hot Oil Cooling Crude Oil Heating(112001HA002A/B. 112002HA002A/B) - AFD,37,5,10,a,1171
2513E55R000CV35545,Equipment Foundation for Hot Oil Cooling Crude Oil Heating(112001HA002A/B. 112002HA002A/B) - AFC,27,5,10,b,1172
2513E55R000CV35740,Equipment Foundation for Emergency Diesel Generator Package(104800XX001/2/3) - IFC,36,5,10,c,1173
2513E55R000CV35750,Equipment Foundation for Transformer - IFD,36,5,10,d,1174
2513E55R000CV35760,Equipment Foundation for Transformer - IFC,37,5,10,e,1175
2513E55R000CV35770,Equipment Foundation for Desalination Feed Pumps (105200PA001A/B) - IFD,37,5,10,a,1176
2513E55R000CV35780,Equipment Foundation for Desalination Feed Pumps (105200PA001A/B) - IFC,37,5,10,b,1177
2513E55R000CV35010,Equipment Foundation for Hot Oil Fired Heaters(104100FA002A/B/C) - IFD,35,5,10,c,1178
2513E55R000CV35020,Equipment Foundation for Hot Oil Fired Heaters(104100FA002A/B/C) - IFC,34,5,10,d,1179
2513E55R000CV35030,Equipment Foundation for Flare Package(102300XX001A/B. 102300XX002A/B. 102300XX003A/B) - IFD,35,5,10,e,1180
2513E55R000CV45060,Drainage Service for Flare Area - IFC,42,5,10,a,1181
2513E55R000CV45070,Drainage Service for HV Switch Yard - IFD,40,5,10,b,1182
2513E55R000CV45080,Drainage Service for HV Switch Yard - IFC,42,5,10,c,1183
2513E55R000CV45015,Drainage Service Key  Plan - AFD,42,5,10,d,1184
2513E55R000CV45025,Drainage Service Key  Plan - AFC,32,5,10,e,1185
2513E55R000CV45035,Drainage Service for New Area - AFD,42,5,10,a,1186
2513E55R000CV45045,Drainage Service for New Area - AFC,32,5,10,b,1187
2513E55R000CV45055,Drainage Service for Flare Area - AFD,42,5,10,c,1188
2513E55R000CV45065,Drainage Service for Flare Area - AFC,32,5,10,d,1189
2513E55R000CV45075,Drainage Service for HV Switch Yard - AFD,42,5,10,e,1190
2513E55R000CV45085,Drainage Service for HV Switch Yard - AFC,32,5,10,a,1191
2513E55R000CV90040,Drainage Service Detail (1)- IFD,40,5,10,b,1192
2513E55R000CV90045,Drainage Service Detail (1)- IFC,42,5,10,c,1193
2513E55R000CV90050,Drainage Service Detail (2)- IFD,40,5,10,d,1194
2513E55R000CV90055,Drainage Service Detail (2)- IFC,42,5,10,e,1195
2513E55R000CV90060,Drainage Service Detail (3)- IFD,40,5,10,a,1196
2513E55R000CV90065,Drainage Service Detail (3)- IFC,42,5,10,b,1197
2513E55R000CV90041,Drainage Service Detail (1)- AFD,42,5,10,c,1198
2513E55R000CV90046,Drainage Service Detail (1)- AFC,32,5,10,d,1199
2513E55R000CV90051,Drainage Service Detail (2)- AFD,42,5,10,e,1200
2513E55R000CV90056,Drainage Service Detail (2)- AFC,32,5,10,a,1201
2513E55R000CV90061,Drainage Service Detail (3)- AFD,42,5,10,b,1202
2513E55R000CV90066,Drainage Service Detail (3)- AFC,32,5,10,c,1203
2513E55R000CV45010,Drainage Service Key  Plan - IFD,40,5,10,d,1204
2513E55R000CV45020,Drainage Service Key  Plan - IFC,42,5,10,e,1205
2513E55R000CV45030,Drainage Service for New Area - IFD,40,5,10,a,1206
2513E55R000CV45040,Drainage Service for New Area - IFC,42,5,10,b,1207
2513E55R000CV45050,Drainage Service for Flare Area - IFD,40,5,10,c,1208
2513E55R000CV60070,Road & Paving for HV Switch Yard - IFD,44,5,10,d,1209
2513E55R000CV60080,Road & Paving for HV Switch Yard - IFC,40,5,10,e,1210
2513E55R000CV60015,Road & Paving Index Plan - AFD,40,5,10,a,1211
2513E55R000CV60025,Road & Paving Index Plan - AFC,31,5,10,b,1212
2513E55R000CV60035,Road & Paving for New Area - AFD,40,5,10,c,1213
2513E55R000CV60045,Road & Paving for New Area - AFC,31,5,10,d,1214
2513E55R000CV60055,Road & Paving for Flare Area - AFD,40,5,10,e,1215
2513E55R000CV60065,Road & Paving for Flare Area - AFC,31,5,10,a,1216
2513E55R000CV60075,Road & Paving for HV Switch Yard - AFD,40,5,10,b,1217
2513E55R000CV60085,Road & Paving for HV Switch Yard - AFC,32,5,10,c,1218
2513E55R000CV90010,Road & Paving for Detail & Section(1/3) - IFD,44,5,10,d,1219
2513E55R000CV90015,Road & Paving for Detail & Section(1/3) - IFC,40,5,10,e,1220
2513E55R000CV90020,Road & Paving for Detail & Section(2/3) - IFD,44,5,10,a,1221
2513E55R000CV90025,Road & Paving for Detail & Section(2/3) - IFC,40,5,10,b,1222
2513E55R000CV90030,Road & Paving for Detail & Section(3/3)- IFD,44,5,10,c,1223
2513E55R000CV90035,Road & Paving for Detail & Section(3/3) - IFC,40,5,10,d,1224
2513E55R000CV90011,Road & Paving for Detail & Section(1/3) - AFD,39,5,10,e,1225
2513E55R000CV90016,Road & Paving for Detail & Section(1/3) - AFC,32,5,10,a,1226
2513E55R000CV90021,Road & Paving for Detail & Section(2/3) - AFD,39,5,10,b,1227
2513E55R000CV90026,Road & Paving for Detail & Section(2/3) - AFC,32,5,10,c,1228
2513E55R000CV90031,Road & Paving for Detail & Section(3/3)- AFD,39,5,10,d,1229
2513E55R000CV90036,Road & Paving for Detail & Section(3/3) - AFC,32,5,10,e,1230
2513E55R000CV60010,Road & Paving Index Plan - IFD,44,5,10,a,1231
2513E55R000CV60020,Road & Paving Index Plan - IFC,40,5,10,b,1232
2513E55R000CV60030,Road & Paving for New Area - IFD,44,5,10,c,1233
2513E55R000CV60040,Road & Paving for New Area - IFC,40,5,10,d,1234
2513E55R000CV60050,Road & Paving for Flare Area - IFD,44,5,10,e,1235
2513E55R000CV60060,Road & Paving for Flare Area - IFC,40,5,10,a,1236
2513E55R000CV78010,Earth Pit Plan & Section - IFD,21,5,10,b,1237
2513E55R000CV78020,Earth Pit Plan & Section - IFC,35,5,10,c,1238
2513E55R000CV78015,Earth Pit Plan & Section - AFD,35,5,10,d,1239
2513E55R000CV78025,Earth Pit Plan & Section - AFC,33,5,10,e,1240
2513E55R000CV30025,Tank Foundation for Off-Spec Oil Tank(112200TA001) - AFC,29,5,10,a,1241
2513E55R000CV30035,Tank Foundation for Flow Tank(112200TA002) - AFD,36,5,10,b,1242
2513E55R000CV30045,Tank Foundation for Flow Tank(112200TA002) - AFC,29,5,10,c,1243
2513E55R000CV30055,Tank Foundation for Sea Water Tank(105200TA001) - AFD,36,5,10,d,1244
2513E55R000CV30065,Tank Foundation for Sea Water Tank(105200TA001) - AFC,29,5,10,e,1245
2513E55R000CV30075,Tank Foundation for Wash Water Tank(105200TA002) - AFD,36,5,10,a,1246
2513E55R000CV30085,Tank Foundation for Wash Water Tank(105200TA002) - AFC,29,5,10,b,1247
2513E55R000CV30095,Tank Foundation for Intermediate Produced Water Tank(115550TA001) - AFD,36,5,10,c,1248
2513E55R000CV30105,Tank Foundation for Intermediate Produced Water Tank(115550TA001) - AFC,29,5,10,d,1249
2513E55R000CV30115,Tank Foundation for Fire Water Tank(107300TA001A/B) - AFD,36,5,10,e,1250
2513E55R000CV30125,Tank Foundation for Fire Water Tank(107300TA001A/B) - AFC,29,5,10,a,1251
2513E55R000CV30135,Tank Foundation for Hot Oil Storage Tank(104100TA001) - AFD,36,5,10,b,1252
2513E55R000CV30145,Tank Foundation for Hot Oil Storage Tank(104100TA001) - AFC,29,5,10,c,1253
2513E55R000CV30020,Tank Foundation for Off-Spec Oil Tank(112200TA001) - IFC,36,5,10,d,1254
2513E55R000CV30030,Tank Foundation for Flow Tank(112200TA002) - IFD,36,5,10,e,1255
2513E55R000CV30040,Tank Foundation for Flow Tank(112200TA002) - IFC,36,5,10,a,1256
2513E55R000CV30050,Tank Foundation for Sea Water Tank(105200TA001) - IFD,36,5,10,b,1257
2513E55R000CV30060,Tank Foundation for Sea Water Tank(105200TA001) - IFC,36,5,10,c,1258
2513E55R000CV30070,Tank Foundation for Wash Water Tank(105200TA002) - IFD,36,5,10,d,1259
2513E55R000CV30080,Tank Foundation for Wash Water Tank(105200TA002) - IFC,36,5,10,e,1260
2513E55R000CV30090,Tank Foundation for Intermediate Produced Water Tank(115550TA001) - IFD,36,5,10,a,1261
2513E55R000CV30100,Tank Foundation for Intermediate Produced Water Tank(115550TA001) - IFC,36,5,10,b,1262
2513E55R000CV30155,Tank Foundation for Water Injection Surge Tank(135100TA001) - AFD,36,5,10,c,1263
2513E55R000CV30165,Tank Foundation for Water Injection Surge Tank(135100TA001) - AFC,29,5,10,d,1264
2513E55R000CV30015,Tank Foundation for Off-Spec Oil Tank(112200TA001) - AFD,36,5,10,e,1265
2513E55R000CV30110,Tank Foundation for Fire Water Tank(107300TA001A/B) - IFD,36,5,10,a,1266
2513E55R000CV30120,Tank Foundation for Fire Water Tank(107300TA001A/B) - IFC,36,5,10,b,1267
2513E55R000CV30130,Tank Foundation for Hot Oil Storage Tank(104100TA001) - IFD,36,5,10,c,1268
2513E55R000CV30140,Tank Foundation for Hot Oil Storage Tank(104100TA001) - IFC,36,5,10,d,1269
2513E55R000CV30150,Tank Foundation for Water Injection Surge Tank(135100TA001) - IFD,36,5,10,e,1270
2513E55R000CV30160,Tank Foundation for Water Injection Surge Tank(135100TA001) - IFC,36,5,10,a,1271
2513E55R000CV30010,Tank Foundation for Off-Spec Oil Tank(112200TA001) - IFD,36,5,10,b,1272
2513E55R000CV76020,Fire Valve Pit - IFC,35,5,10,c,1273
2513E55R000CV76030,Oily Valve Box - IFD,21,5,10,d,1274
2513E55R000CV76040,Oily Valve Box - IFC,35,5,10,e,1275
2513E55R000CV76010,Fire Valve Pit - IFD,21,5,10,a,1276
2513E55R000CV76025,Fire Valve Pit - AFC,33,5,10,b,1277
2513E55R000CV76035,Oily Valve Box - AFD,35,5,10,c,1278
2513E55R000CV76045,Oily Valve Box - AFC,33,5,10,d,1279
2513E55R000CV76015,Fire Valve Pit - AFD,35,5,10,e,1280
2513E55R000CV77010,Electrical Pit - IFD,21,5,10,a,1281
2513E55R000CV77015,Electrical Pit - AFD,35,5,10,b,1282
2513E55R000CV77025,Electrical Pit - AFC,33,5,10,c,1283
2513E55R000CV77035,Instrument Pit - AFD,35,5,10,d,1284
2513E55R000CV77045,Instrument Pit - AFC,33,5,10,e,1285
2513E55R000CV77020,Electrical Pit - IFC,35,5,10,a,1286
2513E55R000CV77030,Instrument Pit - IFD,21,5,10,b,1287
2513E55R000CV77040,Instrument Pit - IFC,35,5,10,c,1288
2513E55R000CV20025,Site Preparation for New Area - AFD,41,5,10,d,1289
2513E55R000CV20040,Site Preparation for HV Switch Yard - IFD,32,5,10,e,1290
2513E55R000CV20030,Site Preparation for Flare Area - IFD,32,5,10,a,1291
2513E55R000CV20010,Site Preparation for Overall Plan - IFD,32,5,10,b,1292
2513E55R000CV20020,Site Preparation for New Area - IFD,32,5,10,c,1293
2513E55R000CV20045,Site Preparation for HV Switch Yard - AFD,41,5,10,d,1294
2513E55R000CV20035,Site Preparation for Flare Area - AFD,41,5,10,e,1295
2513E55R000CV20015,Site Preparation for Overall Plan - AFD,41,5,10,a,1296
2513E55R000CV75090,Sump Pit(Manhole) - IFD,21,5,10,b,1297
2513E55R000CV75105,Sump Pit(Manhole) - AFC,33,5,10,c,1298
2513E55R000CV75015,Closed  Drain Sump Pit - AFD,36,5,10,d,1299
2513E55R000CV75025,Closed  Drain Sump Pit - AFC,29,5,10,e,1300
2513E55R000CV75035,Open  Drain Sump Pit - AFD,36,5,10,a,1301
2513E55R000CV75045,Open  Drain Sump Pit - AFC,29,5,10,b,1302
2513E55R000CV75055,Hot  Oil Sump Pit - AFD,36,5,10,c,1303
2513E55R000CV75065,Hot  Oil Sump Pit - AFC,29,5,10,d,1304
2513E55R000CV75075,Sanitary Sump Pit - AFD,36,5,10,e,1305
2513E55R000CV75085,Sanitary Sump Pit - AFC,29,5,10,a,1306
2513E55R000CV75095,Sump Pit(Manhole) - AFD,35,5,10,b,1307
2513E55R000CV75100,Sump Pit(Manhole) - IFC,35,5,10,c,1308
2513E55R000CV75010,Closed  Drain Sump Pit - IFD,22,5,10,d,1309
2513E55R000CV75020,Closed  Drain Sump Pit - IFC,36,5,10,e,1310
2513E55R000CV75030,Open  Drain Sump Pit - IFD,22,5,10,a,1311
2513E55R000CV75040,Open  Drain Sump Pit - IFC,36,5,10,b,1312
2513E55R000CV75050,Hot  Oil Sump Pit - IFD,22,5,10,c,1313
2513E55R000CV75060,Hot  Oil Sump Pit - IFC,36,5,10,d,1314
2513E55R000CV75070,Sanitary Sump Pit - IFD,22,5,10,e,1315
2513E55R000CV75080,Sanitary Sump Pit - IFC,36,5,10,a,1316
2513E55R000CV10010,Design Basis for Civil Works - IFD,35,5,10,b,1317
2513E55R000CV10020,Topographic & Geotechnical Survey Report - IFI,82,5,10,c,1318
2513E55R000CV10030,Standard Drawing General Notes - IFD,67,5,10,d,1319
2513E55R000CV10040,Standard Drawing Reinforcing  Notes - IFD,67,5,10,e,1320
2513E55R000CV10050,Standard Drawing for Road &  Paving Details - IFD,67,5,10,a,1321
2513E55R000CV10060,Standard Drawing for Fencing & Gate - IFD,67,5,10,b,1322
2513E55R000CV10070,Standard Drawing for Concrete T-Wall - IFD,67,5,10,c,1323
2513E55R000CV10090,Standard Drawing for Local Support - IFD,67,5,10,d,1324
2513E55R000CV10015,Design Basis for Civil Works - AFD,37,5,10,e,1325
2513E55R000CV10035,Standard Drawing General Notes - AFD,42,5,10,a,1326
2513E55R000CV10045,Standard Drawing Reinforcing  Notes - AFD,42,5,10,b,1327
2513E55R000CV10055,Standard Drawing for Road &  Paving Details - AFD,42,5,10,c,1328
2513E55R000CV10065,Standard Drawing for Fencing &  Gate - AFD,42,5,10,d,1329
2513E55R000CV10075,Standard Drawing for Concrete T-Wall - AFD,42,5,10,e,1330
2513E55R000CV10095,Standard Drawing for Local Support - AFD,42,5,10,a,1331
2513E55R000CV99900,Civil (As-Built),31,5,10,b,1332
2513E55R000CV40040,Miscellaneous Foundation 2 - IFC,33,5,10,c,1333
2513E55R000CV40050,Miscellaneous Foundation 3 - IFD,22,5,10,d,1334
2513E55R000CV40060,Miscellaneous Foundation 3 - IFC,31,5,10,e,1335
2513E55R000CV40010,Miscellaneous Foundation 1 - IFD,21,5,10,a,1336
2513E55R000CV40020,Miscellaneous Foundation 1 - IFC,35,5,10,b,1337
2513E55R000CV40030,Miscellaneous Foundation 2 - IFD,22,5,10,c,1338
2513E55R000CV40045,Miscellaneous Foundation 2 - AFC,30,5,10,d,1339
2513E55R000CV40055,Miscellaneous Foundation 3 - AFD,31,5,10,e,1340
2513E55R000CV40065,Miscellaneous Foundation 3 - AFC,33,5,10,a,1341
2513E55R000CV40015,Miscellaneous Foundation 1 - AFD,35,5,10,b,1342
2513E55R000CV40025,Miscellaneous Foundation 1 - AFC,28,5,10,c,1343
2513E55R000CV40035,Miscellaneous Foundation 2 - AFD,33,5,10,d,1344
2513E55R000CV55030,Main Gate - IFD,20,5,10,e,1345
2513E55R000CV55040,Main Gate - IFC,37,5,10,a,1346
2513E55R000CV55010,Fence & Gate - IFD,34,5,10,b,1347
2513E55R000CV55020,Fence & Gate - IFC,32,5,10,c,1348
2513E55R000CV55035,Main Gate - AFD,37,5,10,d,1349
2513E55R000CV55045,Main Gate - AFC,32,5,10,e,1350
2513E55R000CV55015,Fence & Gate - AFD,32,5,10,a,1351
2513E55R000CV55025,Fence & Gate - AFC,31,5,10,b,1352
2513E55R000CV25050,Foundation Location for Flare Area - IFD,35,5,10,c,1353
2513E55R000CV25060,Foundation Location for Flare Area - IFC,33,5,10,d,1354
2513E55R000CV25070,Foundation Location for HV Switch Yard - IFD,35,5,10,e,1355
2513E55R000CV25080,Foundation Location for HV Switch Yard - IFC,33,5,10,a,1356
2513E55R000CV25010,Foundation Location Key Plan - IFD,35,5,10,b,1357
2513E55R000CV25020,Foundation Location Key Plan - IFC,33,5,10,c,1358
2513E55R000CV25030,Foundation Location for New Area - IFD,35,5,10,d,1359
2513E55R000CV25040,Foundation Location for New Area - IFC,33,5,10,e,1360
2513E55R000CV25055,Foundation Location for Flare Area - AFD,33,5,10,a,1361
2513E55R000CV25065,Foundation Location for Flare Area - AFC,32,5,10,b,1362
2513E55R000CV25075,Foundation Location for HV Switch Yard - AFD,35,5,10,c,1363
2513E55R000CV25085,Foundation Location for HV Switch Yard - AFC,32,5,10,d,1364
2513E55R000CV25015,Foundation Location Key Plan - AFD,33,5,10,e,1365
2513E55R000CV25025,Foundation Location Key Plan - AFC,32,5,10,a,1366
2513E55R000CV25035,Foundation Location for New Area - AFD,33,5,10,b,1367
2513E55R000CV25045,Foundation Location for New Area - AFC,32,5,10,c,1368
2513E55R000CV65010,Pipe Sleeper - IFD,36,5,10,d,1369
2513E55R000CV65020,Pipe Sleeper - IFC,32,5,10,e,1370
2513E55R000CV65015,Pipe Sleeper - AFD,32,5,10,a,1371
2513E55R000CV65025,Pipe Sleeper - AFC,31,5,10,b,1372
2513E55R000CV70010,Irrigation Basin - IFD,21,5,10,c,1373
2513E55R000CV70020,Irrigation Basin - IFC,37,5,10,d,1374
2513E55R000CV70015,Irrigation Basin - AFD,37,5,10,e,1375
2513E55R000CV70025,Irrigation Basin - AFC,31,5,10,a,1376
2513E55R000CV50040,Dike for Flow Tank - IFC,43,5,10,b,1377
2513E55R000CV50090,Dike for Intermediate Produced Water Tank - IFD,35,5,10,c,1378
2513E55R000CV50105,Dike for Intermediate Produced Water Tank - AFC,33,5,10,d,1379
2513E55R000CV50135,Dike for Hot Oil Storage Tank - AFD,43,5,10,e,1380
2513E55R000CV50145,Dike for Hot Oil Storage Tank - AFC,33,5,10,a,1381
2513E55R000CV50155,Dike for Water Injection Surge Tank - AFD,43,5,10,b,1382
2513E55R000CV50165,Dike for Water Injection Surge Tank - AFC,33,5,10,c,1383
2513E55R000CV50015,Dike for Off-Spec Oil Tank - AFD,43,5,10,d,1384
2513E55R000CV50025,Dike for Off-Spec Oil Tank - AFC,33,5,10,e,1385
2513E55R000CV50035,Dike for Flow Tank - AFD,43,5,10,a,1386
2513E55R000CV50045,Dike for Flow Tank - AFC,33,5,10,b,1387
2513E55R000CV50095,Dike for Intermediate Produced Water Tank - AFD,43,5,10,c,1388
2513E55R000CV50100,Dike for Intermediate Produced Water Tank - IFC,43,5,10,d,1389
2513E55R000CV50130,Dike for Hot Oil Storage Tank - IFD,35,5,10,e,1390
2513E55R000CV50140,Dike for Hot Oil Storage Tank - IFC,43,5,10,a,1391
2513E55R000CV50150,Dike for Water Injection Surge Tank - IFD,35,5,10,b,1392
2513E55R000CV50160,Dike for Water Injection Surge Tank - IFC,43,5,10,c,1393
2513E55R000CV50010,Dike for Off-Spec Oil Tank - IFD,35,5,10,d,1394
2513E55R000CV50020,Dike for Off-Spec Oil Tank - IFC,43,5,10,e,1395
2513E55R000CV50030,Dike for Flow Tank - IFD,35,5,10,a,1396
2513E55R000CV80010,Bunker - IFD,18,5,10,b,1397
2513E55R000CV80020,Bunker - IFC,37,5,10,c,1398
2513E55R000CV80015,Bunker - AFD,37,5,10,d,1399
2513E55R000CV80025,Bunker - AFC,29,5,10,e,1400
2513E55R000CV15330,Calculation Sheet for Desalinated Water Vessel(105300VA001) - IFD,34,5,10,a,1401
2513E55R000CV15340,Calculation Sheet for Sand Removal Package(115551XX002. 115552XX002)  - IFD,35,5,10,b,1402
2513E55R000CV15350,Calculation Sheet for Open Drain CPI Separator Package(105400XX001)  - IFD,37,5,10,c,1403
2513E55R000CV15360,Calculation Sheet for Produced Water Treatment Package(115551XX001) - IFD,37,5,10,d,1404
2513E55R000CV15015,Calculation Sheet for Drainage - AFD,42,5,10,e,1405
2513E55R000CV15025,Calculation Sheet for Off-Spec Oil Tank Foundation(112200TA001) - AFD,40,5,10,a,1406
2513E55R000CV15035,Calculation Sheet for Flow Tank Foundation(112200TA002) - AFD,40,5,10,b,1407
2513E55R000CV15045,Calculation Sheet for Sea Water Tank Foundation(105200TA001) - AFD,40,5,10,c,1408
2513E55R000CV15055,Calculation Sheet for Wash Water Tank Foundation(105200TA002) - AFD,40,5,10,d,1409
2513E55R000CV15065,Calculation Sheet for Intermediate Produced Water Tank Foundation(115550TA001) - AFD,40,5,10,e,1410
2513E55R000CV15075,Calculation Sheet for Fire Water Tank Foundation(107300TA001A/B) - AFD,40,5,10,a,1411
2513E55R000CV15085,Calculation Sheet for Hot Oil Storage Tank Foundation(104100TA001) - AFD,40,5,10,b,1412
2513E55R000CV15095,Calculation Sheet for Water Injection Surge Tank Foundation(135100TA001) - AFD,40,5,10,c,1413
